date,daily_revenue_interview_coder,cumulative_revenue_interview_coder,daily_revenue_cluely,cumulative_revenue_cluely,total_daily_revenue,total_cumulative_revenue
2025-02-17,890.0,9060.0,0.0,0.0,890.0,9060.0
2025-02-18,500.0,9560.0,0.0,0.0,500.0,9560.0
2025-02-19,950.0,10510.0,0.0,0.0,950.0,10510.0
2025-02-20,740.0,11250.0,0.0,0.0,740.0,11250.0
2025-02-21,390.0,11640.0,0.0,0.0,390.0,11640.0
2025-02-22,480.0,12120.0,0.0,0.0,480.0,12120.0
2025-02-23,610.0,12730.0,0.0,0.0,610.0,12730.0
2025-02-24,1020.0,13750.0,0.0,0.0,1020.0,13750.0
2025-02-25,1150.0,14900.0,0.0,0.0,1150.0,14900.0
2025-02-26,2900.0,17800.0,0.0,0.0,2900.0,17800.0
2025-02-27,3850.0,21650.0,0.0,0.0,3850.0,21650.0
2025-02-28,3990.0,25640.0,0.0,0.0,3990.0,25640.0
2025-03-01,3870.0,29510.0,0.0,0.0,3870.0,29510.0
2025-03-02,6630.6,36140.6,0.0,0.0,6630.6,36140.6
2025-03-03,8590.0,44730.6,0.0,0.0,8590.0,44730.6
2025-03-04,10000.0,54730.6,0.0,0.0,10000.0,54730.6
2025-03-05,8170.0,62900.6,0.0,0.0,8170.0,62900.6
2025-03-06,7660.0,70560.6,0.0,0.0,7660.0,70560.6
2025-03-07,4750.0,75310.6,0.0,0.0,4750.0,75310.6
2025-03-08,5570.0,80880.6,0.0,0.0,5570.0,80880.6
2025-03-09,6130.0,87010.6,0.0,0.0,6130.0,87010.6
2025-03-10,8810.0,95820.6,0.0,0.0,8810.0,95820.6
2025-03-11,8130.01,103950.61,0.0,0.0,8130.01,103950.61
2025-03-12,8080.0,112030.61,0.0,0.0,8080.0,112030.61
2025-03-13,8555.0,120585.61,0.0,0.0,8555.0,120585.61
2025-03-14,5463.0,126048.61,0.0,0.0,5463.0,126048.61
2025-03-15,3680.0,129728.61,0.0,0.0,3680.0,129728.61
2025-03-16,5046.96,134775.57,0.0,0.0,5046.96,134775.57
2025-03-17,7883.87,142659.44,0.0,0.0,7883.87,142659.44
2025-03-18,7111.540000000001,149770.98,0.0,0.0,7111.540000000001,149770.98
2025-03-19,7386.84,157157.82,0.0,0.0,7386.84,157157.82
2025-03-20,6712.01,163869.83000000002,0.0,0.0,6712.01,163869.83000000002
2025-03-21,4715.049999999999,168584.88,0.0,0.0,4715.049999999999,168584.88
2025-03-22,4720.25,173305.13,0.0,0.0,4720.25,173305.13
2025-03-23,6481.469999999998,179786.6,0.0,0.0,6481.469999999998,179786.6
2025-03-24,6747.98,186534.58000000002,0.0,0.0,6747.98,186534.58000000002
2025-03-25,6894.4800000000005,193429.06000000003,0.0,0.0,6894.4800000000005,193429.06000000003
2025-03-26,8926.340000000002,202355.40000000002,0.0,0.0,8926.340000000002,202355.40000000002
2025-03-27,14489.910000000002,216845.31000000003,0.0,0.0,14489.910000000002,216845.31000000003
2025-03-28,11592.419999999998,228437.73000000004,0.0,0.0,11592.419999999998,228437.73000000004
2025-03-29,7498.630000000004,235936.36000000004,0.0,0.0,7498.630000000004,235936.36000000004
2025-03-30,7999.710000000005,243936.07000000004,0.0,0.0,7999.710000000005,243936.07000000004
2025-03-31,11030.859999999991,254966.93000000002,0.0,0.0,11030.859999999991,254966.93000000002
2025-04-01,10762.13,265729.06,0.0,0.0,10762.13,265729.06
2025-04-02,11790.31,277519.37,0.0,0.0,11790.31,277519.37
2025-04-03,10353.169999999998,287872.54,0.0,0.0,10353.169999999998,287872.54
2025-04-04,9481.250000000005,297353.79,0.0,0.0,9481.250000000005,297353.79
2025-04-05,6383.019999999999,303736.81,0.0,0.0,6383.019999999999,303736.81
2025-04-06,8814.049999999994,312550.86,0.0,0.0,8814.049999999994,312550.86
2025-04-07,11192.349999999999,323743.20999999996,0.0,0.0,11192.349999999999,323743.20999999996
2025-04-08,9341.829999999998,333085.04,0.0,0.0,9341.829999999998,333085.04
2025-04-09,9374.420000000004,342459.45999999996,0.0,0.0,9374.420000000004,342459.45999999996
2025-04-10,9800.819999999998,352260.27999999997,0.0,0.0,9800.819999999998,352260.27999999997
2025-04-11,8156.16,360416.43999999994,0.0,0.0,8156.16,360416.43999999994
2025-04-12,8044.829999999998,368461.26999999996,0.0,0.0,8044.829999999998,368461.26999999996
2025-04-13,8539.979999999996,377001.24999999994,0.0,0.0,8539.979999999996,377001.24999999994
2025-04-14,10562.000000000002,387563.24999999994,0.0,0.0,10562.000000000002,387563.24999999994
2025-04-15,7124.089999999999,394687.33999999997,0.0,0.0,7124.089999999999,394687.33999999997
2025-04-16,6873.579999999998,401560.92,0.0,0.0,6873.579999999998,401560.92
2025-04-17,8807.409999999998,410368.32999999996,0.0,0.0,8807.409999999998,410368.32999999996
2025-04-18,5571.709999999999,415940.04,0.0,0.0,5571.709999999999,415940.04
2025-04-19,4536.500000000001,420476.54,0.0,0.0,4536.500000000001,420476.54
2025-04-20,7077.750000000001,427554.29,4680.0,4680.0,11757.75,432234.29
2025-04-21,7717.700000000002,435271.99,7680.0,12360.0,15397.7,447631.99
2025-04-22,6387.6900000000005,441659.68,6100.0,18460.0,12487.69,460119.68
2025-04-23,8155.67,449815.35,9460.0,27920.0,17615.67,477735.35
2025-04-24,6615.080000000002,456430.43,6640.0,34560.0,13255.080000000002,490990.43
2025-04-25,6369.590000000001,462800.02,4720.0,39280.0,11089.59,502080.02
2025-04-26,5240.909999999999,468040.93,1920.0,41200.0,7160.909999999999,509240.93
2025-04-27,7655.789999999997,475696.72,3260.0,44460.0,10915.789999999997,520156.72
2025-04-28,8856.630000000001,484553.35,4460.0,48920.0,13316.630000000001,533473.35
2025-04-29,8442.910000000005,492996.26,4380.0,53300.0,12822.910000000005,546296.26
2025-04-30,9447.87,502444.13,5400.0,58700.0,14847.87,561144.13
2025-05-01,8495.72,510939.85,6500.0,65200.0,14995.72,576139.85
2025-05-02,7962.049999999998,518901.89999999997,4420.0,69620.0,12382.05,588521.9
2025-05-03,6976.459999999999,525878.36,2220.0,71840.0,9196.46,597718.36
2025-05-04,5597.459999999999,531475.82,3460.0,75300.0,9057.46,606775.82
2025-05-05,8492.490000000002,539968.3099999999,5600.0,80900.0,14092.490000000002,620868.3099999999
2025-05-06,7771.99,547740.2999999999,4800.0,85700.0,12571.99,633440.2999999999
2025-05-07,7576.62,555316.9199999999,4500.0,90200.0,12076.619999999999,645516.9199999999
2025-05-08,6106.869999999999,561423.7899999999,4180.0,94380.0,10286.869999999999,655803.7899999999
2025-05-09,5387.649999999999,566811.44,2860.0,97240.0,8247.649999999998,664051.44
2025-05-10,5900.589999999999,572712.0299999999,2020.0,99260.0,7920.589999999999,671972.0299999999
2025-05-11,5541.18,578253.21,2900.0,102160.0,8441.18,680413.21
2025-05-12,7524.29,585777.5,4260.0,106420.0,11784.29,692197.5
2025-05-13,6022.6500000000015,591800.15,4860.0,111280.0,10882.650000000001,703080.15
2025-05-14,4458.7699999999995,596258.92,3120.0,114400.0,7578.7699999999995,710658.92
